ranker,player,position,team,age_at_season_start,age_category,club,birth_year,minutes,minutes_90s,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,fouls_per90,interceptions_per90,tackles_won_per90,pens_won_per90,ball_recoveries_per90,aerials_won_per90,passes_completed_per90,passes_per90,passes_pct,passes_progressive_distance_per90,pass_xa_per90,assisted_shots_per90,crosses_into_penalty_area_per90,progressive_passes_per_90,blocks_per90,clearances_per90,touches_per90,dribbles_completed_per90,dribbles_completed_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,npxg_per_shot
1,Aaron Mooy,MF,Australia,32,Confirmed,Celtic,1990,360,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,1.0,0.75,1.5,0.0,8.75,0.5,42.5,54.25,78.3,237.75,0.025,0.25,0.0,3.5,1.5,2.25,63.75,0.5,66.7,0.0,0.0,0.0,29.1,0.05
2,Aaron Ramsey,MF,Wales,31,Confirmed,Nice,1990,266,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,1.0,0.0,0.0,0.0,6.333333333333333,0.0,29.333333333333332,37.333333333333336,78.6,113.0,0.03333333333333333,0.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,49.0,0.6666666666666666,25.0,0.0,0.0,0.0,18.0,0.04
3,Abdelhamid Sabiri,MF,Morocco,26,Youngster,Sampdoria,1996,181,2.0,0.0,0.5,0.5,0.0,0.5,1.0,0.08,0.53,0.6,0.08,0.6,1.0,2.5,0.5,0.0,3.5,1.0,22.5,29.0,77.6,61.0,0.05,1.5,0.0,0.0,1.5,1.5,43.0,0.0,0.0,0.0,0.0,0.0,34.2,0.04
4,Abdelkarim Hassan,DF,Qatar,29,Confirmed,Al Sadd SC,1993,270,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.01,0.11,0.1,0.11,0.3333333333333333,0.3333333333333333,1.0,0.0,3.6666666666666665,1.0,40.666666666666664,53.666666666666664,75.8,271.0,0.03333333333333333,0.3333333333333333,0.0,2.6666666666666665,1.0,1.6666666666666667,64.33333333333333,0.3333333333333333,20.0,0.0,0.0,0.0,23.6,0.05
7,Abdou Diallo,DF,Senegal,26,Youngster,RB Leipzig,1996,331,3.7,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,0.8108108108108107,0.27027027027027023,0.5405405405405405,0.0,4.594594594594595,1.8918918918918919,37.567567567567565,50.27027027027027,74.7,302.97297297297297,0.0,0.27027027027027023,0.27027027027027023,2.162162162162162,0.27027027027027023,2.7027027027027026,56.75675675675675,0.0,,0.0,0.0,0.0,15.4,0.03
9,Abdulaziz Hatem,MF,Qatar,32,Confirmed,Al Rayyan SC,1990,196,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,1.8181818181818181,0.45454545454545453,0.45454545454545453,0.0,1.8181818181818181,0.45454545454545453,32.72727272727273,41.36363636363636,79.1,104.99999999999999,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0,0.0,44.54545454545454,0.45454545454545453,100.0,100.0,0.46,0.0,27.4,0.02
10,Abdulelah Al-Amri,DF,Saudi Arabia,25,Youngster,Al-Nassr,1997,182,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03,1.5,2.0,0.0,0.0,7.5,5.0,37.0,52.0,71.2,475.5,0.0,0.0,0.0,5.5,1.0,5.0,64.5,0.0,,0.0,0.0,0.0,10.5,0.07
15,Achraf Dari,DF,Morocco,23,Youngster,Brest,1999,187,2.1,0.48,0.0,0.48,0.48,0.48,0.6,0.3,0.0,0.3,0.3,0.3,0.9523809523809523,2.380952380952381,0.0,0.0,4.761904761904762,2.380952380952381,47.14285714285714,52.857142857142854,89.2,358.0952380952381,0.0,0.0,0.0,0.9523809523809523,3.333333333333333,4.285714285714286,66.19047619047619,0.0,,100.0,0.48,1.0,4.1,0.63
16,Achraf Hakimi,DF,Morocco,24,Youngster,Paris S-G,1998,631,7.0,0.0,0.14,0.14,0.0,0.14,0.6,0.02,0.07,0.09,0.02,0.09,0.8571428571428571,1.2857142857142858,2.4285714285714284,0.0,6.571428571428571,0.7142857142857143,44.57142857142857,54.57142857142857,81.7,256.0,0.08571428571428572,0.8571428571428571,0.7142857142857143,1.4285714285714286,1.0,1.7142857142857142,68.28571428571429,0.2857142857142857,13.3,25.0,0.14,0.0,26.5,0.03
17,Adrien Rabiot,MF,France,27,Youngster,Juventus,1995,483,5.4,0.19,0.19,0.37,0.19,0.37,1.9,0.2,0.16,0.36,0.2,0.36,1.8518518518518516,1.8518518518518516,1.6666666666666665,0.0,5.555555555555555,2.7777777777777777,43.888888888888886,52.59259259259259,83.5,155.18518518518516,0.09259259259259259,0.5555555555555555,0.0,2.4074074074074074,2.0370370370370368,1.111111111111111,64.81481481481481,0.37037037037037035,40.0,44.4,0.75,0.11,13.3,0.12
19,Ahmad Nourollahi,MF,IR Iran,29,Confirmed,Al-Ahli Dubai FC,1993,223,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.04,0.04,0.8,2.4,1.2,0.0,6.0,0.4,14.0,21.6,64.8,60.0,0.0,0.0,0.0,1.2,1.2,3.2,34.0,0.4,50.0,20.0,0.4,0.0,29.2,0.02
23,Akram Afif,FW,Qatar,26,Youngster,Al Sadd SC,1996,270,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.1,0.12,0.02,0.12,0.6666666666666666,0.0,0.0,0.0,4.666666666666667,0.3333333333333333,46.333333333333336,55.0,84.2,215.0,0.09999999999999999,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.0,0.0,60.333333333333336,1.0,42.9,0.0,0.0,0.0,29.8,0.02
26,Aleksandar Mitrović,FW,Serbia,28,Confirmed,Fulham,1994,262,2.9,0.69,0.0,0.69,0.69,0.69,2.4,0.57,0.24,0.81,0.57,0.81,1.0344827586206897,0.0,0.0,0.0,2.0689655172413794,1.7241379310344829,18.620689655172413,23.79310344827586,78.3,36.55172413793104,0.034482758620689655,0.6896551724137931,0.0,0.6896551724137931,0.3448275862068966,0.3448275862068966,32.758620689655174,0.3448275862068966,100.0,30.0,1.03,0.2,14.1,0.16
27,Alex Sandro,DF,Brazil,31,Confirmed,Juventus,1991,190,2.1,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.04,0.05,0.01,0.05,1.4285714285714286,1.4285714285714286,1.4285714285714286,0.0,7.619047619047619,1.4285714285714286,71.42857142857143,80.47619047619047,88.8,323.8095238095238,0.09523809523809523,0.47619047619047616,0.47619047619047616,5.238095238095238,0.47619047619047616,4.285714285714286,91.9047619047619,0.47619047619047616,50.0,0.0,0.0,0.0,33.5,0.03
31,Alexis Mac Allister,MF,Argentina,23,Youngster,Brighton,1998,550,6.1,0.16,0.16,0.33,0.16,0.33,1.7,0.12,0.18,0.3,0.12,0.3,0.1639344262295082,0.49180327868852464,0.6557377049180328,0.0,6.557377049180328,0.819672131147541,38.36065573770492,43.442622950819676,88.3,89.8360655737705,0.11475409836065574,1.3114754098360657,0.0,2.7868852459016393,2.1311475409836067,0.9836065573770493,54.42622950819673,0.6557377049180328,50.0,57.1,0.65,0.14,19.3,0.1
32,Alexis Vega,FW,Mexico,25,Youngster,Guadalajara,1997,193,2.1,0.0,0.0,0.0,0.0,0.0,0.9,0.39,0.06,0.44,0.39,0.44,0.9523809523809523,0.47619047619047616,0.0,0.0,7.619047619047619,0.47619047619047616,19.047619047619047,26.666666666666664,71.4,99.04761904761904,0.047619047619047616,0.47619047619047616,0.0,1.9047619047619047,0.47619047619047616,0.9523809523809523,40.476190476190474,0.47619047619047616,25.0,22.2,0.93,0.0,21.0,0.09
33,Ali Abdi,DF,Tunisia,28,Confirmed,Caen,1993,188,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2.380952380952381,1.9047619047619047,2.380952380952381,0.0,8.095238095238095,4.285714285714286,34.285714285714285,55.238095238095234,62.1,300.0,0.047619047619047616,0.47619047619047616,0.0,2.857142857142857,0.47619047619047616,6.19047619047619,72.38095238095238,0.47619047619047616,50.0,,0.0,,,
35,Ali Al-Bulaihi,DF,Saudi Arabia,33,Confirmed,Al-Hilal,1989,216,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,1.25,0.8333333333333334,0.0,2.0833333333333335,1.25,32.5,40.41666666666667,80.4,157.91666666666669,0.0,0.0,0.0,2.0833333333333335,0.4166666666666667,0.4166666666666667,45.833333333333336,0.0,,,0.0,,,
37,Ali Gholizadeh,MF,IR Iran,26,Youngster,Charleroi,1996,199,2.2,0.0,0.45,0.45,0.0,0.45,0.2,0.01,0.07,0.09,0.01,0.09,1.3636363636363635,1.3636363636363635,0.0,0.0,9.545454545454545,0.0,20.909090909090907,32.72727272727273,63.9,119.09090909090908,0.3181818181818181,0.9090909090909091,0.45454545454545453,1.8181818181818181,2.2727272727272725,0.9090909090909091,39.090909090909086,1.8181818181818181,50.0,0.0,0.0,0.0,26.2,0.03
44,Alistair Johnston,DF,Canada,24,Youngster,CF Montréal,1998,270,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,0.06,0.33,0.27,0.33,1.6666666666666667,0.6666666666666666,1.0,0.0,5.333333333333333,1.3333333333333333,49.0,62.0,79.0,332.6666666666667,0.03333333333333333,1.0,0.3333333333333333,3.3333333333333335,2.0,1.3333333333333333,69.66666666666667,0.3333333333333333,100.0,50.0,0.33,0.0,8.5,0.4
45,Almoez Ali,FW,Qatar,26,Youngster,Al Duhail SC,1996,224,2.5,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.0,0.15,0.15,0.15,0.8,0.4,0.0,0.0,2.4,0.8,13.2,18.0,73.3,12.8,0.0,0.0,0.0,0.0,0.0,0.4,26.4,0.0,0.0,33.3,0.4,0.0,16.4,0.12
46,Alphonso Davies,MF,Canada,22,Youngster,Bayern Munich,2000,270,3.0,0.33,0.0,0.33,0.33,0.33,0.8,0.36,0.17,0.53,0.09,0.27,1.3333333333333333,1.0,0.3333333333333333,0.0,4.666666666666667,1.0,27.333333333333332,38.0,71.9,77.0,0.06666666666666667,2.0,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,52.0,3.6666666666666665,45.8,33.3,0.33,0.33,21.0,0.09
49,Andre-Frank Zambo Anguissa,MF,Cameroon,27,Youngster,Napoli,1995,260,2.9,0.0,0.35,0.35,0.0,0.35,0.1,0.02,0.0,0.02,0.02,0.02,2.0689655172413794,1.7241379310344829,0.0,0.0,5.517241379310345,1.3793103448275863,38.96551724137931,44.827586206896555,86.9,193.10344827586206,0.034482758620689655,0.0,0.0,2.7586206896551726,0.6896551724137931,0.6896551724137931,54.827586206896555,1.3793103448275863,80.0,100.0,0.35,0.0,11.2,0.06
50,Andreas Christensen,DF,Denmark,26,Youngster,Barcelona,1996,270,3.0,0.33,0.0,0.33,0.33,0.33,0.4,0.12,0.0,0.12,0.12,0.12,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,6.666666666666667,2.0,79.0,83.66666666666667,94.4,469.0,0.0,0.0,0.0,4.666666666666667,2.3333333333333335,3.0,93.33333333333333,0.0,,50.0,0.33,0.5,5.9,0.18
53,Andrej Kramarić,FW,Croatia,31,Confirmed,Hoffenheim,1991,474,5.3,0.38,0.0,0.38,0.38,0.38,1.9,0.31,0.04,0.36,0.31,0.36,0.18867924528301888,0.0,0.37735849056603776,0.0,3.3962264150943398,0.0,28.867924528301888,33.20754716981132,86.9,43.9622641509434,0.05660377358490566,0.7547169811320755,0.18867924528301888,0.7547169811320755,1.1320754716981132,0.0,40.56603773584906,0.7547169811320755,50.0,40.0,0.76,0.2,15.1,0.16
55,Andrija Živković,DF,Serbia,26,Youngster,PAOK,1996,210,2.3,0.0,0.86,0.86,0.0,0.86,1.2,0.03,0.48,0.5,0.03,0.5,0.8695652173913044,1.3043478260869565,1.3043478260869565,0.0,4.782608695652175,0.8695652173913044,30.869565217391308,41.73913043478261,74.0,157.3913043478261,0.3478260869565218,1.7391304347826089,0.0,2.608695652173913,2.173913043478261,1.3043478260869565,51.30434782608696,0.0,0.0,0.0,0.0,0.0,24.4,0.06
56,André Ayew,MF,Ghana,33,Confirmed,Al Sadd SC,1989,198,2.2,0.45,0.0,0.45,0.45,0.45,0.4,0.52,0.0,0.52,0.16,0.16,0.9090909090909091,0.0,0.45454545454545453,0.0,2.727272727272727,1.3636363636363635,13.636363636363635,16.818181818181817,81.1,21.363636363636363,0.0,0.0,0.0,0.0,0.45454545454545453,1.3636363636363635,27.727272727272727,0.0,0.0,100.0,0.45,1.0,17.3,0.36
64,Antoine Griezmann,MF,France,31,Confirmed,Atlético Madrid,1991,537,6.0,0.0,0.5,0.5,0.0,0.5,3.7,0.11,0.52,0.63,0.11,0.63,0.5,1.3333333333333333,1.3333333333333333,0.0,5.666666666666667,0.8333333333333334,43.0,54.833333333333336,78.4,229.5,0.6,3.5,0.8333333333333334,3.1666666666666665,1.3333333333333333,1.1666666666666667,63.5,0.6666666666666666,36.4,33.3,0.34,0.0,17.6,0.11
66,Antonee Robinson,DF,United States,25,Youngster,Fulham,1997,359,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.07,0.07,0.0,0.07,0.5,1.75,1.0,0.0,10.0,1.25,43.25,60.25,71.8,260.75,0.05,0.75,0.0,2.5,0.75,2.0,72.0,1.0,80.0,,0.0,,,
67,Antonio Rüdiger,DF,Germany,29,Confirmed,Real Madrid,1993,270,3.0,0.0,0.0,0.0,0.0,0.0,0.8,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.3333333333333333,0.0,6.666666666666667,2.0,76.33333333333333,84.0,90.9,447.0,0.0,0.0,0.0,5.666666666666667,1.0,1.6666666666666667,91.0,0.0,0.0,16.7,0.33,0.0,17.4,0.13
77,Aurélien Tchouaméni,MF,France,22,Youngster,Real Madrid,2000,621,6.9,0.14,0.0,0.14,0.14,0.14,1.4,0.05,0.16,0.21,0.05,0.21,1.1594202898550725,2.0289855072463765,0.5797101449275363,0.0,6.3768115942028984,0.7246376811594203,61.7391304347826,68.69565217391305,89.9,273.768115942029,0.057971014492753624,0.8695652173913043,0.0,5.36231884057971,0.43478260869565216,0.8695652173913043,77.2463768115942,0.43478260869565216,60.0,33.3,0.29,0.17,23.7,0.06
80,Axel Witsel,MF,Belgium,33,Confirmed,Atlético Madrid,1989,270,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,4.0,1.3333333333333333,56.333333333333336,59.0,95.5,217.0,0.03333333333333333,0.3333333333333333,0.0,2.6666666666666665,1.6666666666666667,2.0,66.66666666666667,0.0,,0.0,0.0,0.0,32.2,0.02
82,Aymeric Laporte,DF,Spain,28,Confirmed,Manchester City,1994,300,3.3,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,0.9090909090909092,0.9090909090909092,0.0,0.0,5.151515151515151,1.5151515151515151,125.15151515151516,132.72727272727275,94.3,754.2424242424242,0.030303030303030307,0.30303030303030304,0.0,4.242424242424242,0.0,2.121212121212121,138.1818181818182,0.0,,0.0,0.0,0.0,13.6,0.03
83,Aziz Behich,DF,Australia,32,Confirmed,Dundee United,1990,360,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03,0.75,0.75,0.75,0.0,5.5,0.5,38.0,50.75,74.9,131.75,0.0,0.0,0.0,1.0,1.5,3.0,62.25,2.0,57.1,0.0,0.0,0.0,16.4,0.06
84,Azzedine Ounahi,MF,Morocco,22,Youngster,Angers,2000,568,6.3,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.08,0.13,0.05,0.13,0.4761904761904762,1.1111111111111112,1.2698412698412698,0.0,6.031746031746032,0.15873015873015872,34.285714285714285,42.06349206349206,81.5,124.76190476190476,0.0634920634920635,0.9523809523809524,0.0,3.015873015873016,0.7936507936507937,0.31746031746031744,52.06349206349206,1.5873015873015874,76.9,16.7,0.16,0.0,23.7,0.05
85,Aïssa Laïdouni,MF,Tunisia,26,Youngster,Ferencváros,1996,243,2.7,0.0,0.37,0.37,0.0,0.37,0.6,0.05,0.16,0.21,0.05,0.21,1.111111111111111,1.4814814814814814,1.111111111111111,0.0,9.25925925925926,1.111111111111111,36.666666666666664,45.55555555555555,80.5,176.29629629629628,0.07407407407407407,1.4814814814814814,0.0,2.962962962962963,2.5925925925925926,2.222222222222222,57.77777777777777,0.37037037037037035,25.0,0.0,0.0,0.0,9.8,0.07
86,Baba Rahman,DF,Ghana,28,Confirmed,Reading,1994,183,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,0.15,0.0,0.15,3.5,0.5,1.5,0.0,3.0,1.0,33.0,50.0,66.0,273.0,0.05,1.5,0.5,6.0,0.5,1.5,60.5,0.5,20.0,,0.0,,,
90,Bartosz Bereszyński,DF,Poland,30,Confirmed,Sampdoria,1992,341,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.5263157894736842,0.5263157894736842,0.0,3.947368421052632,1.0526315789473684,32.10526315789474,41.05263157894737,78.2,173.42105263157896,0.026315789473684213,0.0,0.0,1.3157894736842106,1.0526315789473684,4.473684210526316,51.8421052631579,0.2631578947368421,14.3,,0.0,,,
92,Ben Davies,DF,Wales,29,Confirmed,Tottenham,1993,238,2.6,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.0,0.13,0.13,0.13,0.3846153846153846,0.3846153846153846,0.7692307692307692,0.0,7.692307692307692,2.692307692307692,46.92307692307692,61.92307692307692,75.8,421.53846153846155,0.0,0.0,0.0,4.615384615384615,1.5384615384615383,3.0769230769230766,70.76923076923077,0.7692307692307692,66.7,66.7,0.76,0.0,12.1,0.12
94,Bernardo Silva,MF,Portugal,28,Confirmed,Manchester City,1994,356,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.09,0.14,0.04,0.14,0.25,0.5,0.5,0.0,8.0,0.25,64.0,73.0,87.7,194.25,0.075,1.25,0.0,3.0,0.75,0.0,77.25,0.25,25.0,0.0,0.0,0.0,10.7,0.18
97,Borna Sosa,DF,Croatia,24,Youngster,Stuttgart,1998,424,4.7,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.08,0.09,0.01,0.09,0.851063829787234,0.425531914893617,1.276595744680851,0.0,2.978723404255319,0.851063829787234,46.80851063829787,59.148936170212764,79.1,238.93617021276594,0.10638297872340426,0.425531914893617,0.425531914893617,1.9148936170212765,0.851063829787234,3.829787234042553,70.85106382978724,0.425531914893617,50.0,0.0,0.0,0.0,28.4,0.03
98,Boualem Khoukhi,DF,Qatar,32,Confirmed,Al Sadd SC,1990,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,5.333333333333333,2.0,56.333333333333336,65.66666666666667,85.8,467.3333333333333,0.06666666666666667,0.0,0.0,1.3333333333333333,2.0,6.0,77.33333333333333,0.0,0.0,,0.0,,,
99,Boulaye Dia,FW,Senegal,26,Youngster,Salernitana,1996,318,3.5,0.28,0.0,0.28,0.28,0.28,0.8,0.21,0.01,0.22,0.21,0.22,0.8571428571428571,0.2857142857142857,0.0,0.0,2.0,1.4285714285714286,11.142857142857142,15.142857142857142,73.6,15.142857142857142,0.028571428571428574,0.2857142857142857,0.0,0.8571428571428571,0.2857142857142857,0.8571428571428571,23.142857142857142,0.2857142857142857,25.0,37.5,0.85,0.13,14.2,0.09
101,Breel Embolo,FW,Switzerland,25,Youngster,Monaco,1997,323,3.6,0.56,0.0,0.56,0.56,0.56,2.4,0.64,0.03,0.66,0.64,0.66,0.8333333333333333,0.0,0.0,0.0,1.6666666666666665,0.5555555555555556,12.777777777777777,17.22222222222222,74.2,18.333333333333332,0.02777777777777778,0.5555555555555556,0.0,0.8333333333333333,0.5555555555555556,0.2777777777777778,25.555555555555554,0.5555555555555556,33.3,50.0,0.84,0.33,10.5,0.38
104,Bruno Fernandes,FW,Portugal,28,Confirmed,Manchester Utd,1994,356,4.0,0.51,0.76,1.26,0.25,1.01,2.0,0.28,0.42,0.71,0.08,0.51,0.5,0.5,0.75,0.0,5.75,0.5,47.0,58.25,80.7,265.0,0.3,2.25,0.5,5.75,1.75,1.0,66.5,0.75,50.0,28.6,0.51,0.14,24.5,0.05
106,Bruno Petković,FW,Croatia,28,Confirmed,Dinamo Zagreb,1994,234,2.6,0.38,0.0,0.38,0.38,0.38,0.5,0.05,0.15,0.2,0.05,0.2,1.1538461538461537,0.0,1.5384615384615383,0.0,3.4615384615384612,3.0769230769230766,15.384615384615383,28.846153846153847,53.3,45.76923076923077,0.07692307692307693,1.5384615384615383,0.0,1.923076923076923,1.1538461538461537,0.0,38.84615384615385,0.7692307692307692,50.0,100.0,0.38,1.0,16.2,0.12
107,Bryan Mbeumo,FW,Cameroon,23,Youngster,Brentford,1999,233,2.6,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.11,0.19,0.08,0.19,0.3846153846153846,0.3846153846153846,0.0,0.0,2.692307692307692,1.923076923076923,18.846153846153847,32.69230769230769,57.6,88.46153846153845,0.07692307692307693,1.923076923076923,0.0,1.5384615384615383,0.3846153846153846,0.7692307692307692,40.76923076923077,0.3846153846153846,14.3,100.0,0.77,0.0,11.3,0.1
108,Bryan Oviedo,DF,Costa Rica,32,Confirmed,Real Salt Lake,1990,260,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,1.0344827586206897,1.7241379310344829,0.0,4.827586206896552,0.6896551724137931,23.10344827586207,30.689655172413794,75.3,116.89655172413794,0.0,0.0,0.0,1.0344827586206897,1.0344827586206897,2.413793103448276,38.62068965517241,0.0,0.0,,0.0,,,
110,Bukayo Saka,FW,England,21,Prospect,Arsenal,2001,288,3.2,0.94,0.0,0.94,0.94,0.94,1.3,0.2,0.2,0.4,0.2,0.4,2.1875,0.625,1.25,0.3125,4.0625,0.3125,26.25,33.75,77.8,87.1875,0.18749999999999997,1.5625,0.625,2.5,1.5625,0.625,45.9375,0.625,18.2,71.4,1.56,0.43,14.9,0.09
116,Casemiro,MF,Brazil,30,Confirmed,Manchester Utd,1992,390,4.3,0.23,0.0,0.23,0.23,0.23,0.6,0.1,0.04,0.14,0.1,0.14,1.627906976744186,1.627906976744186,0.9302325581395349,0.0,5.116279069767442,0.6976744186046512,48.372093023255815,58.372093023255815,82.9,247.67441860465118,0.0930232558139535,0.9302325581395349,0.23255813953488372,5.116279069767442,3.0232558139534884,1.1627906976744187,70.23255813953489,0.23255813953488372,33.3,33.3,0.69,0.11,26.0,0.05
117,Celso Borges,MF,Costa Rica,34,Veteran,Liga Deportiva Alajuelense,1988,249,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.7142857142857143,1.4285714285714286,0.35714285714285715,0.0,6.071428571428572,2.142857142857143,35.0,42.85714285714286,81.7,241.42857142857144,0.0,0.35714285714285715,0.0,2.857142857142857,2.857142857142857,2.5,51.07142857142858,0.7142857142857143,100.0,,0.0,,,
121,Cho Guesung,FW,Korea Republic,24,Youngster,Jeonbuk,1998,275,3.1,0.65,0.0,0.65,0.65,0.65,1.1,0.35,0.01,0.36,0.35,0.36,2.258064516129032,0.0,0.0,0.0,1.2903225806451613,6.774193548387097,12.903225806451612,20.32258064516129,63.5,50.32258064516129,0.03225806451612903,0.3225806451612903,0.0,0.9677419354838709,0.9677419354838709,0.9677419354838709,28.387096774193548,0.0,0.0,55.6,1.64,0.22,11.4,0.12
123,Chris Mepham,DF,Wales,25,Youngster,Bournemouth,1997,270,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.07,0.07,0.0,0.07,2.3333333333333335,0.3333333333333333,2.0,0.0,2.6666666666666665,2.3333333333333335,47.0,57.333333333333336,82.0,296.6666666666667,0.06666666666666667,0.6666666666666666,0.0,3.0,1.0,5.333333333333333,66.33333333333333,0.0,,,0.0,,,
125,Christian Eriksen,MF,Denmark,30,Confirmed,Manchester Utd,1992,270,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.06,0.14,0.2,0.06,0.2,0.6666666666666666,0.0,0.0,0.0,10.0,0.0,62.666666666666664,76.66666666666667,81.7,354.0,0.13333333333333333,3.0,0.3333333333333333,5.333333333333333,1.6666666666666667,0.3333333333333333,84.33333333333333,0.0,0.0,25.0,0.33,0.0,27.2,0.04
128,Christian Pulisic,FW,United States,24,Youngster,Chelsea,1998,315,3.5,0.29,0.57,0.86,0.29,0.86,2.0,0.3,0.26,0.56,0.3,0.56,0.5714285714285714,0.0,0.0,0.0,3.142857142857143,0.5714285714285714,23.714285714285715,40.285714285714285,58.9,115.42857142857143,0.31428571428571433,2.5714285714285716,0.2857142857142857,4.285714285714286,0.5714285714285714,0.2857142857142857,53.42857142857143,1.1428571428571428,26.7,55.6,1.43,0.11,17.9,0.12
130,Cody Gakpo,FW,Netherlands,23,Youngster,PSV Eindhoven,1999,450,5.0,0.6,0.0,0.6,0.6,0.6,0.9,0.06,0.12,0.18,0.06,0.18,1.6,0.6,0.4,0.0,3.8,1.0,18.6,29.6,62.8,99.8,0.13999999999999999,2.0,0.4,1.8,2.0,1.2,41.0,1.0,38.5,60.0,0.6,0.6,19.9,0.06
131,Collins Fai,DF,Cameroon,30,Confirmed,Al-Ta'ee,1992,270,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,7.0,0.3333333333333333,33.0,48.666666666666664,67.8,270.3333333333333,0.06666666666666667,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,56.333333333333336,0.0,0.0,0.0,0.0,0.0,27.9,0.02
132,Connor Roberts,DF,Wales,27,Youngster,Burnley,1995,200,2.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.16,0.16,0.0,0.16,0.0,0.45454545454545453,1.3636363636363635,0.0,3.6363636363636362,0.45454545454545453,41.81818181818181,53.63636363636363,78.0,311.8181818181818,0.09090909090909091,0.45454545454545453,0.45454545454545453,3.1818181818181817,0.9090909090909091,3.1818181818181817,62.72727272727272,0.0,,,0.0,,,
133,Craig Goodwin,MF,Australia,31,Confirmed,Adelaide,1991,234,2.6,0.38,0.38,0.77,0.38,0.77,0.9,0.11,0.25,0.36,0.11,0.36,0.3846153846153846,0.0,1.1538461538461537,0.0,5.384615384615384,0.3846153846153846,22.307692307692307,36.53846153846154,61.1,133.84615384615384,0.11538461538461538,1.923076923076923,0.0,1.923076923076923,1.1538461538461537,1.1538461538461537,45.38461538461538,0.0,,50.0,0.38,0.5,16.1,0.14
134,Cristian Romero,DF,Argentina,24,Youngster,Tottenham,1998,547,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9672131147540985,0.6557377049180328,0.49180327868852464,0.0,5.7377049180327875,1.9672131147540985,55.24590163934427,61.47540983606558,89.9,345.7377049180328,0.0,0.0,0.0,1.8032786885245902,0.9836065573770493,4.262295081967213,70.16393442622952,0.1639344262295082,100.0,,0.0,,,
